,Location,Latitude,Longitude,Titles
515,Great Britain,54.3151594,-1.9181532,The Glimpses of the Moon
516,Ireland,52.865196,-7.9794599,The Glimpses of the Moon
517,Scotland,56.7861112,-4.1140518,The Glimpses of the Moon
518,Capri,40.5488429,14.2283708,The Glimpses of the Moon
519,St. Moritz,46.4978958,9.8392428,The Glimpses of the Moon
520,Deauville,49.3595018,0.0746638,The Glimpses of the Moon
521,Aquileia,45.7696144,13.3697982,The Glimpses of the Moon
522,Mesopotamia,34.9034867,42.0588806,The Glimpses of the Moon
523,Bryn Mawr,40.0238245,-75.3173407,The Glimpses of the Moon
524,Bagdad,33.3061701,44.3872213,The Glimpses of the Moon
525,Turkestan,43.3019457,68.2703698,The Glimpses of the Moon
526,Pomposa,44.8406057,12.1764477,The Glimpses of the Moon
527,Ravenna,44.3640607,12.0590095,The Glimpses of the Moon
528,Asia,51.2086975,89.2343748,The Glimpses of the Moon
529,Biarritz,43.4832523,-1.5592776,The Glimpses of the Moon
530,Austria,47.59397,14.12456,The Glimpses of the Moon
531,London,51.5074456,-0.1277653,The Glimpses of the Moon
532,Vanderlyn,42.6743451,-73.8914211,The Glimpses of the Moon
533,Mayfair,51.5110872,-0.147058,The Glimpses of the Moon
534,Torcello,45.4971455,12.4152848,The Glimpses of the Moon
535,Persia,32.6475314,54.5643516,The Glimpses of the Moon
536,Crete,41.4445334,-87.6313829,The Glimpses of the Moon
537,Northumberland,55.25,-2.000559,The Glimpses of the Moon
538,San Giorgio,45.686088,11.0852567,The Glimpses of the Moon
539,England,52.5310214,-1.2649062,The Glimpses of the Moon
540,Genoa,44.40726,8.9338624,The Glimpses of the Moon
541,Tiepolo,-33.480536,-70.5361038,The Glimpses of the Moon
542,Turin,45.0677551,7.6824892,The Glimpses of the Moon
543,China,35.000074,104.999927,The Glimpses of the Moon
544,September,-33.9066532,18.8504173,The Glimpses of the Moon
545,Providence,41.8239891,-71.4128343,The Glimpses of the Moon
546,Roslyn,40.7998227,-73.6509621,The Glimpses of the Moon
547,Brindisi,40.6358599,17.6884975,The Glimpses of the Moon
548,Egypt,26.2540493,29.2675469,The Glimpses of the Moon
549,Fulmer,51.5614118,-0.5614202,The Glimpses of the Moon
550,Streff,49.6492086,5.9586835,The Glimpses of the Moon
551,Garcon,44.6417903,-1.10172,The Glimpses of the Moon
552,Munich,48.1371079,11.5753822,The Glimpses of the Moon
553,Spain,39.3260685,-4.8379791,The Glimpses of the Moon
554,Malta,35.8885993,14.4476911,The Glimpses of the Moon
555,Corsica,42.188098,9.0683139,The Glimpses of the Moon
556,Sardinia,40.0912813,9.0305773,The Glimpses of the Moon
557,Sicily,37.587794,14.155048,The Glimpses of the Moon
558,Naples,40.8358846,14.2487679,The Glimpses of the Moon
559,Rhodes,48.7584377,6.8985177,The Glimpses of the Moon
560,Apex City,-26.2141266,28.3302017,The Glimpses of the Moon
561,Mantegna,-31.4148488,-64.5227189,The Glimpses of the Moon
562,Candia,35.3084952,24.4633423,The Glimpses of the Moon
563,Ruan,49.4404591,1.0939658,The Glimpses of the Moon
564,Cairo,30.0443879,31.2357257,The Glimpses of the Moon
565,Altringhamâ€--and,,,The Glimpses of the Moon
566,Ibis,14.5942561,120.3969795,The Glimpses of the Moon
567,Teutoburger,52.0562587,8.4047596,The Glimpses of the Moon
568,Nice,43.7009358,7.2683912,The Glimpses of the Moon
569,Berlin,52.5173885,13.3951309,The Glimpses of the Moon
570,Vienna,48.2083537,16.3725042,The Glimpses of the Moon
571,Madrid,40.416782,-3.703507,The Glimpses of the Moon
572,St. James,51.5069112,-0.1331561,The Glimpses of the Moon
573,Athens,33.9597677,-83.376398,The Glimpses of the Moon
574,Teutoburg,52.0562587,8.4047596,The Glimpses of the Moon
575,Dunes,44.087932,0.7699984,The Glimpses of the Moon
576,Switzerland,46.7985624,8.2319736,The Glimpses of the Moon
577,Lansing,42.7338254,-84.5546295,The Glimpses of the Moon
578,London--,51.5074456,-0.1277653,The Glimpses of the Moon
579,Italy,42.6384261,12.674297,The Glimpses of the Moon
580,West,18.7668687,-72.4387315,The Glimpses of the Moon
581,Central Asia,3.1624869,101.7125461,The Glimpses of the Moon
582,Saracenic,,,The Glimpses of the Moon
583,Passy,46.5412837,4.5343419,The Glimpses of the Moon
584,America,39.7837304,-100.445882,The Glimpses of the Moon
585,Waldhain,,,The Glimpses of the Moon
586,Teutoburg - Waldhain,,,The Glimpses of the Moon
587,St. Eustache,17.5085293,-62.9954769,The Glimpses of the Moon
588,La Muette,48.8579754,2.274062,The Glimpses of the Moon
589,Palermo,38.1112268,13.3524434,The Glimpses of the Moon
590,Fontainebleau,48.4049375,2.7015872,The Glimpses of the Moon
591,Fontainebleau--,48.4049375,2.7015872,The Glimpses of the Moon
592,Lyon,45.7578137,4.8320114,The Glimpses of the Moon
593,Tuxedo,41.1934278,-74.1843129,The House of Mirth
594,Bellomont,,,The House of Mirth
595,Rhinebeck,41.9267604,-73.912763,The House of Mirth
596,New York,40.7127281,-74.0060152,The House of Mirth
597,India,22.3511148,78.6677428,The House of Mirth
598,La Bruyere,47.83,6.48491,The House of Mirth
599,Richfield Springs,42.8534057,-74.9854335,The House of Mirth
600,London,51.5074456,-0.1277653,The House of Mirth
601,Van Osburgh,,,The House of Mirth
602,Yonkers,40.9312099,-73.8987469,The House of Mirth
603,Albany,41.000028,19.9999619,The House of Mirth
604,Garrisons,37.0109483,-81.6037253,The House of Mirth
605,Europe,51.0,10.0,The House of Mirth
606,Newport,41.4899827,-71.3137707,The House of Mirth
607,Southampton,50.9025349,-1.404189,The House of Mirth
608,Paris,48.8588897,2.320041,The House of Mirth
609,New Jersey,40.0757384,-74.4041622,The House of Mirth
610,Beltshire,,,The House of Mirth
611,America,39.7837304,-100.445882,The House of Mirth
612,Peekskill,41.289811,-73.9204922,The House of Mirth
613,Richfield,44.8766431,-93.2877877,The House of Mirth
614,Doucet,18.39919,-72.8567653,The House of Mirth
615,Osburgh,,,The House of Mirth
616,Rosedale,35.3919197,-119.1988098,The House of Mirth
617,Benedick,-32.0853614,115.8099886,The House of Mirth
618,Dorset,50.7968369,-2.3447323,The House of Mirth
619,Neuilly,48.9321383,1.4209125,The House of Mirth
620,Brooklyn,40.6526006,-73.9497211,The House of Mirth
621,Selden,40.871241,-73.0454164,The House of Mirth
622,Aix,50.4912838,3.2907097,The House of Mirth
623,Havana,23.135305,-82.3589631,The House of Mirth
624,Axminster,50.7820966,-2.9979915,The House of Mirth
625,Mediterranean,35.0000035,19.9999957,The House of Mirth
626,Monte Carlo,43.7402961,7.426559,The House of Mirth
627,Monaco,43.7323492,7.4276832,The House of Mirth
628,Sicily,37.587794,14.155048,The House of Mirth
629,Cannes,43.5515198,7.0134418,The House of Mirth
630,Macedonia,41.1927739,-95.4256198,The House of Mirth
631,Cimiez,43.7148135,7.2724875,The House of Mirth
632,Nice,43.7009358,7.2683912,The House of Mirth
633,Jove,43.6851765,-7.5115144,The House of Mirth
634,England,52.5310214,-1.2649062,The House of Mirth
635,New Amsterdam,40.7127281,-74.0060152,The House of Mirth
636,Long Island,40.8514971,-73.0994297,The House of Mirth
637,Roslyn,40.7998227,-73.6509621,The House of Mirth
638,Coney Island,40.5765081,-73.9929419,The House of Mirth
639,Bar Harbour,40.6585289,-73.4520224,The House of Mirth
640,Alaska,64.4459613,-149.680909,The House of Mirth
641,Lake George,43.425996,-73.712425,The House of Mirth
642,New York August,40.7636984,-73.9669147,The House of Mirth
643,Van Osburghs,,,The House of Mirth
644,Trenors,,,The House of Mirth
645,Harvard,42.3657432,-71.1222139,The House of Mirth
646,Normandy,49.0677708,0.3138532,The Mother Recompense
647,Baltimore,39.2908816,-76.610759,The Mother Recompense
648,Harvard,42.3657432,-71.1222139,The Mother Recompense
649,New York,40.7127281,-74.0060152,The Mother Recompense
650,St. Jean - de - Luz,43.387219,-1.6636947,The Mother Recompense
651,Bordighera,43.7850512,7.6591094,The Mother Recompense
652,Dinard,48.6320379,-2.0580178,The Mother Recompense
653,America,39.7837304,-100.445882,The Mother Recompense
654,Canada,61.0666922,-107.991707,The Mother Recompense
655,Quebec,52.4760892,-71.8258668,The Mother Recompense
656,France,46.603354,1.8883335,The Mother Recompense
657,Brooklyn,40.6526006,-73.9497211,The Mother Recompense
658,Bridgeport,41.1792695,-73.1887863,The Mother Recompense
659,San Francisco,37.7792588,-122.4193286,The Mother Recompense
660,Philadelphia,39.9527237,-75.1635262,The Mother Recompense
661,Albany,41.000028,19.9999619,The Mother Recompense
662,Taormina,37.8512218,15.2830191,The Mother Recompense
663,Undergrounds,51.1330306,23.4712833,The Mother Recompense
664,Elevateds,,,The Mother Recompense
665,Paris,48.8534951,2.3483915,The Mother Recompense
666,Spain,39.3260685,-4.8379791,The Mother Recompense
667,Italy,42.6384261,12.674297,The Mother Recompense
668,Rome,41.8933203,12.4829321,The Mother Recompense
669,Bethesda,38.9812726,-77.1233587,The Mother Recompense
670,New _ York,40.7127281,-74.0060152,The Mother Recompense
671,Meridia,36.1510793,-95.9886215,The Mother Recompense
672,Europe,51.0,10.0,The Mother Recompense
673,Brooklyn Bridge,40.7062175,-73.9970208,The Mother Recompense
674,Lilla,50.6365654,3.0635282,The Mother Recompense
675,Washington,38.8950368,-77.0365427,The Mother Recompense
676,Long Island,40.8514971,-73.0994297,The Mother Recompense
677,Belleau Wood,37.9719822,-84.5045047,The Mother Recompense
678,Rock Creek,45.7574574,-92.9624327,The Mother Recompense
679,South Carolina,33.6874388,-80.4363743,The Mother Recompense
680,Aubusson,48.7842759,-0.5521714,The Mother Recompense
681,Anne,57.8017531,26.4503297,The Mother Recompense
682,Fifth Avenue,40.8021613,-73.9453686,The Mother Recompense
683,Rio,-22.9110137,-43.2093727,The Mother Recompense
684,Marseilles,41.3308666,-88.7081293,The Mother Recompense
685,Egypt,26.2540493,29.2675469,The Mother Recompense
686,Crete,41.4445334,-87.6313829,The Mother Recompense
687,Chicago,41.8755616,-87.6244212,The Mother Recompense
688,Hempstead,40.6736812,-73.6190736,The Mother Recompense
689,Madgeâ€™s--,,,The Mother Recompense
690,St. Stephen,50.3449089,-4.8909241,The Mother Recompense
691,D.S.M.,53.5915878,9.8789559,The Mother Recompense
692,Meridia--,36.1510793,-95.9886215,The Mother Recompense
693,Florida,27.7567667,-81.4639835,The Mother Recompense
694,India,22.3511148,78.6677428,The Mother Recompense
695,Suez,29.974498,32.537086,The Mother Recompense
696,Liverpool,53.4071991,-2.99168,The Mother Recompense
697,Mimosa,-34.5818,147.3679,The Mother Recompense
698,Anaconda,46.1294685,-112.953131,The Mother Recompense
699,Georgia,32.3293809,-83.1137366,The Mother Recompense
700,Dover,51.1251275,1.3134228,The Reef
701,London,51.5074456,-0.1277653,The Reef
702,France,46.603354,1.8883335,The Reef
703,Europe,51.0,10.0,The Reef
704,America,39.7837304,-100.445882,The Reef
705,England,52.5310214,-1.2649062,The Reef
706,Oxford,51.7520131,-1.2578499,The Reef
707,Paris,48.8534951,2.3483915,The Reef
708,London Embassy,51.5443076,-0.1741026,The Reef
709,Chelsea,51.4875167,-0.1687007,The Reef
710,Calais,50.9524769,1.8538446,The Reef
711,New York,40.7127281,-74.0060152,The Reef
712,Amiens,49.8941708,2.2956951,The Reef
713,Farlows,51.5071736,-0.1330328,The Reef
714,Joigny,47.9812486,3.3995767,The Reef
715,South America,-21.0002179,-61.0006565,The Reef
716,Folkestone,51.0791335,1.1794073,The Reef
717,Wichita,37.6922361,-97.3375448,The Reef
718,Kansas,38.27312,-98.5821872,The Reef
719,Torquay,50.4652392,-3.5211361,The Reef
720,Montmartre,48.8854619,2.3391535,The Reef
721,Givre,61.1789421,8.694157,The Reef
722,Styx,-30.6202683,152.1780795,The Reef
723,Bayswater!--Besides,,,The Reef
724,Bellevue,47.6144219,-122.192337,The Reef
725,Anna Leath,,,The Reef
726,Ouchy,-19.9077718,140.9236165,The Reef
727,Italy,42.6384261,12.674297,The Reef
728,Darrow,3.3354515,43.1252169,The Reef
729,Francheuil,,,The Reef
730,Dijon,47.3215806,5.0414701,The Reef
731,Albany,41.000028,19.9999619,The Reef
732,South Braintree,42.2004149,-71.0006262,The Reef
733,Massachusetts,42.3788774,-72.032366,The Reef
734,Boston,42.3554334,-71.060511,The Reef
735,Mount Auburn,42.2549381,-92.0926834,The Reef
736,Marly,49.0600241,6.1545719,The Reef
737,Rouen,49.4404591,1.0939658,The Reef
738,Rome,41.8933203,12.4829321,The Reef
739,Adelaide,-34.9281805,138.5999312,The Reef
740,Lisbon,38.7077507,-9.1365919,The Reef
741,Spain,39.3260685,-4.8379791,The Reef
742,Nice,43.7009358,7.2683912,The Reef
743,India,22.3511148,78.6677428,The Reef
744,Brindisi,40.6358599,17.6884975,The Reef
745,Assisi,43.0711952,12.6146669,The Valley of Decision
746,Pontesordo,,,The Valley of Decision
747,Mantua,45.1692628,10.6708365,The Valley of Decision
748,Pianura,45.3186767,14.2700963,The Valley of Decision
749,Italy,42.6384261,12.674297,The Valley of Decision
750,Plutarch,37.8398124,-83.0879488,The Valley of Decision
751,Donnaz,46.4653236,6.8912342,The Valley of Decision
752,Cerveno,46.0025085,10.3257912,The Valley of Decision
753,faro,37.0162944,-7.935182,The Valley of Decision
754,Valsecca,45.827283,9.495347,The Valley of Decision
755,Rome,41.8933203,12.4829321,The Valley of Decision
756,Pavia,45.0368547,9.1378251,The Valley of Decision
757,Vercelli,45.5553827,8.3462837,The Valley of Decision
758,Milan,45.4641943,9.1896346,The Valley of Decision
759,Parma,44.6952006,10.0979869,The Valley of Decision
760,Savoy,45.4948952,6.3846604,The Valley of Decision
761,Turin,45.0677551,7.6824892,The Valley of Decision
762,Tuscany,43.4586541,11.1389204,The Valley of Decision
763,Lucca,44.0177639,10.45443,The Valley of Decision
764,Montferrat,45.4858,5.5902,The Valley of Decision
765,France,46.603354,1.8883335,The Valley of Decision
766,Genoa,44.40726,8.9338624,The Valley of Decision
767,Avillion,53.2718467,-4.6198366,The Valley of Decision
768,Camelot,-33.9583333,18.6666667,The Valley of Decision
769,Valdu,41.748787,9.173533,The Valley of Decision
770,Paris,48.8534951,2.3483915,The Valley of Decision
771,Versailles,48.8035403,2.1266886,The Valley of Decision
772,Asti,44.8260127,8.2026863,The Valley of Decision
773,Oropa,45.6269648,7.9809562,The Valley of Decision
774,Val Sesia,45.9061871,7.9060847,The Valley of Decision
775,Salluzzo,40.8622222,14.3265464,The Valley of Decision
776,Trescorre,,,The Valley of Decision
777,Ivrea,45.4673791,7.874797,The Valley of Decision
778,Novara,45.58425,8.545997,The Valley of Decision
779,Capuan,-3.732097,-38.698457,The Valley of Decision
780,Europe,51.0,10.0,The Valley of Decision
781,Venice,45.4371908,12.3345898,The Valley of Decision
782,Chivasso,45.1909588,7.8871864,The Valley of Decision
783,Vettura,42.9634607,-73.7966964,The Valley of Decision
784,Chioggia,45.218894,12.2785805,The Valley of Decision
785,Casa Valdu,41.7588308,9.1755983,The Valley of Decision
786,England,52.5310214,-1.2649062,The Valley of Decision
787,Russia,64.6863136,97.7453061,The Valley of Decision
788,Scyros,48.8068131,2.1120048,The Valley of Decision
789,Damascus,39.2884381,-77.2038717,The Valley of Decision
790,Zaire,-2.9814344,23.8222636,The Valley of Decision
791,Lyons,41.811108,-87.8232695,The Valley of Decision
792,Vignola,44.4784141,11.0090928,The Valley of Decision
793,Naples,40.8358846,14.2487679,The Valley of Decision
794,Piedmont,45.060735,7.923549,The Valley of Decision
795,Spain,39.3260685,-4.8379791,The Valley of Decision
796,Cantapresto,,,The Valley of Decision
797,Italy:--,42.6384261,12.674297,The Valley of Decision
798,Blois,47.5876861,1.3337639,The Valley of Decision
799,Vendome,47.7934453,1.0662256,The Valley of Decision
800,Vienna,48.2083537,16.3725042,The Valley of Decision
801,Utopia,29.6152274,-99.5269927,The Valley of Decision
802,Tuscan,42.5867428,-74.7690402,The Valley of Decision
803,Stupinigi,44.9965748,7.606001,The Valley of Decision
804,Bologna,44.4938203,11.3426327,The Valley of Decision
805,Fulvia,45.6987927,9.6674849,The Valley of Decision
806,Lombardy,45.5703694,9.7732524,The Valley of Decision
807,Boffalora,45.4672571,8.8306109,The Valley of Decision
808,Rimini,43.9465433,12.630749,The Valley of Decision
809,Castelrovinato,,,The Valley of Decision
810,Florence,43.7697955,11.2556404,The Valley of Decision
811,Cafaggiolo,43.4201267,10.842094,The Valley of Decision
812,Modena,44.5384728,10.9359609,The Valley of Decision
813,Tartaglia,44.9397265,9.8517566,The Valley of Decision
814,Trent,46.0664228,11.1257601,The Valley of Decision
815,France!--I,28.3695379,-81.5520274,The Valley of Decision
816,Boscofolto,,,The Valley of Decision
817,Monte Alloro,43.3234842,11.6721805,The Valley of Decision
818,Austria,47.59397,14.12456,The Valley of Decision
819,Perugia,43.1070321,12.4029962,The Valley of Decision
820,North Italy,28.5469915,-81.3789674,The Valley of Decision
821,Malta,35.8885993,14.4476911,The Valley of Decision
822,Padua,45.4077172,11.8734455,The Valley of Decision
823,Syria,34.6401861,39.0494106,The Valley of Decision
824,Giorgione,43.9935489,11.9599467,The Valley of Decision
825,Ucalegon,,,The Valley of Decision
826,Heiligenstern,,,The Valley of Decision
827,Innsbruck,47.2654296,11.3927685,The Valley of Decision
828,Pomerania,53.7735064,12.5755471,The Valley of Decision
829,Ratisbon,49.0195333,12.0974869,The Valley of Decision
830,Ravenna,44.3640607,12.0590095,The Valley of Decision
831,Posilipo,34.4204007,-119.6254464,The Valley of Decision
832,Capri,40.5488429,14.2283708,The Valley of Decision
833,Vesuvius,40.8213963,14.4261967,The Valley of Decision
834,Pompeii,40.7517375,14.4905636,The Valley of Decision
835,Gamba,28.275194,88.5133005,The Valley of Decision
836,Procida,40.7649991,14.0239063,The Valley of Decision
837,Sorrento,40.624906,14.374836,The Valley of Decision
838,Germany,51.1638175,10.4478313,The Valley of Decision
839,Venetia,45.4371908,12.3345898,The Valley of Decision
840,America,39.7837304,-100.445882,The Valley of Decision
841,Camaldoli,40.6526226,15.1751616,The Valley of Decision
842,Garigliano,41.6074419,13.5151208,The Valley of Decision
843,Monte Cassino,41.4899454,13.8133251,The Valley of Decision
844,Antioch,36.2036546,36.1637648,The Valley of Decision
845,Alexandria,44.8349534,8.7450304,The Valley of Decision
846,Albany,41.000028,19.9999619,The Valley of Decision
847,Vicenza,45.6348591,11.4063543,The Valley of Decision
848,Oriago,45.4514083,12.1710686,The Valley of Decision
849,Fusina,45.4190765,12.257771,The Valley of Decision
850,Sicily,37.587794,14.155048,The Valley of Decision
851,Greece,38.9953683,21.9877132,The Valley of Decision
852,Bellocchio,42.7081928,11.9887129,The Valley of Decision
853,Normandy,49.0677708,0.3138532,The Valley of Decision
854,Provence,46.8914636,6.7270271,The Valley of Decision
855,London,51.5074456,-0.1277653,The Valley of Decision
856,San Zaccaria,44.2711159,12.2143525,The Valley of Decision
857,Aquileia,45.7696144,13.3697982,The Valley of Decision
858,Treviso,45.8066913,12.2063158,The Valley of Decision
859,Santa Chiara,40.8468226,14.2529101,The Valley of Decision
860,Amsterdam,52.3730796,4.8924534,The Valley of Decision
861,Venetian,29.6586199,-95.529394,The Valley of Decision
862,Switzerland,46.7985624,8.2319736,The Valley of Decision
863,Geneva,46.2017559,6.1466014,The Valley of Decision
864,Brescia,45.7795805,10.425873,The Valley of Decision
865,Mestre,45.4943063,12.2418053,The Valley of Decision
866,Peschiera,43.2752058,13.4705789,The Valley of Decision
867,Garda,45.5756512,10.7085298,The Valley of Decision
868,Verona,45.4424977,10.9857377,The Valley of Decision
869,Arabia Petraea,,,The Valley of Decision
870,Monte Baldo,45.7263915,10.8438832,The Valley of Decision
871,Beaumarchais,49.0848706,2.6509657,The Valley of Decision
872,Momola,48.879878,2.3373738,The Valley of Decision
873,Paradise,36.0724299,-115.1474759,The Valley of Decision
874,Austrian,36.2471444,-115.2113639,The Valley of Decision
875,Saxony,50.9295798,13.4585052,The Valley of Decision
876,Alps,45.9083263,9.1420628,The Valley of Decision
877,Siena,43.167206,11.467561,The Valley of Decision
878,Alsace,33.98279,-118.4123635,The Valley of Decision
879,Calabria,39.0565974,16.5249864,The Valley of Decision
880,Ponte di Po,,,The Valley of Decision
881,Egeria,37.5392829,-81.2000983,The Valley of Decision
882,Coblentz,-66.112314,-65.1430895,The Valley of Decision
883,Atropos,14.4318803,120.9267375,The Valley of Decision
884,Cremona,45.2208641,10.037038,The Valley of Decision
885,Corsica,42.188098,9.0683139,The Valley of Decision
886,Bourbon,37.8485797,-94.8679591,The Valley of Decision
887,Hapsburg,29.9187176,-95.2896439,The Valley of Decision
888,Avignon,43.9492493,4.8059012,The Valley of Decision
889,Bracciaforte,,,The Valley of Decision
890,York,53.9656579,-1.0743052,Twilight Sleep
891,New York,40.7127281,-74.0060152,Twilight Sleep
892,Bolivia,-17.0568696,-64.9912286,Twilight Sleep
893,Florida,27.7567667,-81.4639835,Twilight Sleep
894,Cedarledge,42.2465837,-70.8340514,Twilight Sleep
895,Pennsylvania,40.9699889,-77.7278831,Twilight Sleep
896,Exploit,45.2925619,5.8929847,Twilight Sleep
897,Tallahassee,30.4380832,-84.2809332,Twilight Sleep
898,Scotland,56.7861112,-4.1140518,Twilight Sleep
899,Fords,40.5411231,-74.3165244,Twilight Sleep
900,Spain,39.3260685,-4.8379791,Twilight Sleep
901,Albany,41.000028,19.9999619,Twilight Sleep
902,Rome,41.8933203,12.4829321,Twilight Sleep
903,Naples,40.8358846,14.2487679,Twilight Sleep
904,St. Moritz,46.4978958,9.8392428,Twilight Sleep
905,Long Island,40.8514971,-73.0994297,Twilight Sleep
906,Lucera,41.5082727,15.3376465,Twilight Sleep
907,Washington,38.8950368,-77.0365427,Twilight Sleep
908,Baltimore,39.2908816,-76.610759,Twilight Sleep
909,California,36.7014631,-118.755997,Twilight Sleep
910,Europe,51.0,10.0,Twilight Sleep
911,Delos,37.39089,25.2717388,Twilight Sleep
912,Chicago,41.8755616,-87.6244212,Twilight Sleep
913,March,49.3597062,17.3094202,Twilight Sleep
914,Bohemia,40.770609,-73.1200703,Twilight Sleep
915,San Fedele,44.0446374,8.1853549,Twilight Sleep
916,Climax,47.6077515,-96.8170222,Twilight Sleep
917,England,52.5310214,-1.2649062,Twilight Sleep
918,Humber,53.7124015,-0.3652257,Twilight Sleep
919,Hollywood,34.0980031,-118.329523,Twilight Sleep
920,Lita,46.632682,23.4664603,Twilight Sleep
921,Oregon,43.9792797,-120.737257,Twilight Sleep
922,Harvard,42.3657432,-71.1222139,Twilight Sleep
923,Columbia,4.099917,-72.9088133,Twilight Sleep
924,Venturino,-31.736433,-60.4984648,Twilight Sleep
925,America,39.7837304,-100.445882,Twilight Sleep
926,Dawnside,50.9910505,-0.0519813,Twilight Sleep
927,Asheville,35.595363,-82.5508407,Twilight Sleep
928,Georgia,32.3293809,-83.1137366,Twilight Sleep
929,Columbus,39.9622601,-83.0007065,Twilight Sleep
930,Vineyard Haven,41.4542914,-70.6038026,Twilight Sleep
931,Abyssinia,10.2116702,38.6521203,Twilight Sleep
932,Petra,30.3258363,35.4745669,Twilight Sleep
933,Thessaly,39.5755929,22.1634449,Twilight Sleep
934,Christiania,55.675737,12.6075707,Twilight Sleep
935,Ardwin,,,Twilight Sleep
936,Hudson,40.7381635,-74.0550731,Twilight Sleep
937,Orleans,47.9027336,1.9086066,Twilight Sleep
938,Maine,45.709097,-68.8590201,Twilight Sleep
939,Klawhammer,,,Twilight Sleep
940,Easter,34.6456223,-102.3968676,Twilight Sleep
941,Powder,45.3655661,-105.5982213,Twilight Sleep
942,Amalasuntha,,,Twilight Sleep
943,Greystock,53.3941003,-1.4449002,Twilight Sleep
944,Greenwich,51.4820845,-0.0045417,Twilight Sleep
945,Flanders,51.0962462,4.1786291,Twilight Sleep
946,C├ªsar Borgia,,,Twilight Sleep
947,Paris,48.8588897,2.320041,Twilight Sleep
948,Italy,42.6384261,12.674297,Twilight Sleep
949,Atlantic City,39.3642852,-74.4229351,Twilight Sleep
950,Gobine,48.0930101,2.7857131,Twilight Sleep
951,Vancouver,49.2608724,-123.113952,Twilight Sleep
952,Japan,36.5748441,139.2394179,Twilight Sleep
953,Ceylon,43.5335672,-94.6316462,Twilight Sleep
954,India,22.3511148,78.6677428,Twilight Sleep
955,Egypt,26.2540493,29.2675469,Twilight Sleep
956,Cairo,30.0443879,31.2357257,Twilight Sleep
957,Canada,61.0666922,-107.991707,Twilight Sleep
