,Location,Latitude,Longitude,Titles
469,Yonder,51.5583678,5.0589003,The Prince and the Pauper
470,Windsor,42.2858536,-82.9780695,The Prince and the Pauper
471,Heathennesse,,,The Prince and the Pauper
472,Christian England,42.3366323,-71.1449366,The Prince and the Pauper
473,Scone,56.4204776,-3.39916,The Prince and the Pauper
474,Kingsale,36.6956786,-76.8125708,The Prince and the Pauper
475,Flanders,51.0962462,4.1786291,The Prince and the Pauper
476,Hamburg,53.550341,10.000654,The Prince and the Pauper
477,Huntingdon,40.3446332,-78.0281185,The Prince and the Pauper
478,Connecticut,41.6500201,-72.7342163,The Prince and the Pauper
479,New Haven,41.3082138,-72.9250518,The Prince and the Pauper
480,Papistry.--J. Heneage Jesse â€™s London,,,The Prince and the Pauper
481,London.--Ibid,,,The Prince and the Pauper
482,Anacreon,48.8385103,-1.6006345,The Prince and the Pauper
483,America,39.7837304,-100.445882,The Prince and the Pauper
484,southwest Missouri,39.2974026,-94.719359,The Tragedy of Pudd’nhead Wilson
485,Florence,43.7697955,11.2556404,The Tragedy of Pudd’nhead Wilson
486,Settignano,43.7829916,11.3208169,The Tragedy of Pudd’nhead Wilson
487,Dawson 's Landing,51.0313042,-113.8479543,The Tragedy of Pudd’nhead Wilson
488,St. Louis,38.6280278,-90.1910154,The Tragedy of Pudd’nhead Wilson
489,Venice,45.4371908,12.3345898,The Tragedy of Pudd’nhead Wilson
490,Cairo,30.0443879,31.2357257,The Tragedy of Pudd’nhead Wilson
491,Memphis,35.1460249,-90.0517638,The Tragedy of Pudd’nhead Wilson
492,Orleans,47.9027336,1.9086066,The Tragedy of Pudd’nhead Wilson
493,St. Anthony,42.1236441,-93.1973467,The Tragedy of Pudd’nhead Wilson
494,New Orleans,29.9559145,-90.0730259,The Tragedy of Pudd’nhead Wilson
495,Virginia,37.1232245,-78.4927721,The Tragedy of Pudd’nhead Wilson
496,the State of New York,40.8622431,-73.8771541,The Tragedy of Pudd’nhead Wilson
497,Englan,26.1801353,94.2538308,The Tragedy of Pudd’nhead Wilson
498,Landing,40.9088675,-74.6571746,The Tragedy of Pudd’nhead Wilson
499,Yale,41.2571306,-72.9896696,The Tragedy of Pudd’nhead Wilson
500,Europe,51.0,10.0,The Tragedy of Pudd’nhead Wilson
501,the United States,47.8291375,-122.5970742,The Tragedy of Pudd’nhead Wilson
502,Glory,31.3679749,-83.1434854,The Tragedy of Pudd’nhead Wilson
503,Italy,42.6384261,12.674297,The Tragedy of Pudd’nhead Wilson
504,Germany,51.1638175,10.4478313,The Tragedy of Pudd’nhead Wilson
505,Berlin,52.5173885,13.3951309,The Tragedy of Pudd’nhead Wilson
506,London,51.5074456,-0.1277653,The Tragedy of Pudd’nhead Wilson
507,Paris,48.8588897,2.320041,The Tragedy of Pudd’nhead Wilson
508,Russia,64.6863136,97.7453061,The Tragedy of Pudd’nhead Wilson
509,India,22.3511148,78.6677428,The Tragedy of Pudd’nhead Wilson
510,China,35.000074,104.999927,The Tragedy of Pudd’nhead Wilson
511,Japan--,36.5748441,139.2394179,The Tragedy of Pudd’nhead Wilson
512,Cincinnati,39.1014537,-84.5124602,The Tragedy of Pudd’nhead Wilson
513,Krakatoa,-6.1029497,105.4221761,The Tragedy of Pudd’nhead Wilson
514,Baroda,22.2973142,73.1942567,The Tragedy of Pudd’nhead Wilson
515,America,39.7837304,-100.445882,The Tragedy of Pudd’nhead Wilson
516,Old Virginia,12.9702462,77.6439297,The Tragedy of Pudd’nhead Wilson
517,Pudd'nhead,,,The Tragedy of Pudd’nhead Wilson
518,Illinois,40.0796606,-89.4337288,The Tragedy of Pudd’nhead Wilson
519,Roxana,38.8482602,-90.0768875,The Tragedy of Pudd’nhead Wilson
520,Land,60.2340258,9.8743057,The Tragedy of Pudd’nhead Wilson
521,Pocahontas,42.7262681,-94.6477383,The Tragedy of Pudd’nhead Wilson
522,Africa,11.5024338,17.7578122,The Tragedy of Pudd’nhead Wilson
523,Rome,41.8933203,12.4829321,The Tragedy of Pudd’nhead Wilson
524,Fiji,-18.1239696,179.0122737,The Tragedy of Pudd’nhead Wilson
525,South,18.2612839,-73.8444985,The Tragedy of Pudd’nhead Wilson
526,Hartford,41.764582,-72.6908547,The Tragedy of Pudd’nhead Wilson
527,Washington,38.8950368,-77.0365427,Tom Sawyer Abroad
528,Illinois,40.0796606,-89.4337288,Tom Sawyer Abroad
529,Philadelphia,39.9527237,-75.1635262,Tom Sawyer Abroad
530,Missouri,38.7604815,-92.5617875,Tom Sawyer Abroad
531,Huck,51.5713334,6.532212,Tom Sawyer Abroad
532,St. Louis,38.6280278,-90.1910154,Tom Sawyer Abroad
533,Europe,51.0,10.0,Tom Sawyer Abroad
534,Indiana,40.3270127,-86.1746933,Tom Sawyer Abroad
535,Ohio,40.2253569,-82.6881395,Tom Sawyer Abroad
536,Pennsylvania,40.9699889,-77.7278831,Tom Sawyer Abroad
537,New York,40.7127281,-74.0060152,Tom Sawyer Abroad
538,England,52.5310214,-1.2649062,Tom Sawyer Abroad
539,Choosday,,,Tom Sawyer Abroad
540,tâ€™other,48.2963694,23.669289,Tom Sawyer Abroad
541,London,51.5074456,-0.1277653,Tom Sawyer Abroad
542,America,39.7837304,-100.445882,Tom Sawyer Abroad
543,Scotland,56.7861112,-4.1140518,Tom Sawyer Abroad
544,Africa,11.5024338,17.7578122,Tom Sawyer Abroad
545,Ireland,52.865196,-7.9794599,Tom Sawyer Abroad
546,Siffra,,,Tom Sawyer Abroad
547,Desert,33.3883575,-96.4021045,Tom Sawyer Abroad
548,Maine,45.709097,-68.8590201,Tom Sawyer Abroad
549,Florida,27.7567667,-81.4639835,Tom Sawyer Abroad
550,California,36.7014631,-118.755997,Tom Sawyer Abroad
551,France,46.603354,1.8883335,Tom Sawyer Abroad
552,Denmark,55.670249,10.3333283,Tom Sawyer Abroad
553,Den,39.8606676,-104.6853673,Tom Sawyer Abroad
554,China,35.000074,104.999927,Tom Sawyer Abroad
555,Russia,64.6863136,97.7453061,Tom Sawyer Abroad
556,Rhode Island,41.7962409,-71.5992372,Tom Sawyer Abroad
557,Balsora,5.6439777,-75.13404,Tom Sawyer Abroad
558,Egypt,26.2540493,29.2675469,Tom Sawyer Abroad
559,Arabia,39.7661501,-87.3219602,Tom Sawyer Abroad
560,Hindostan,22.3511148,78.6677428,Tom Sawyer Abroad
561,George Washington,40.7353762,-73.990695,Tom Sawyer Abroad
562,Cairo,30.0443879,31.2357257,Tom Sawyer Abroad
563,Mecca,21.420847,39.826869,Tom Sawyer Abroad
564,Medina,29.2836281,-99.1126826,Tom Sawyer Abroad
565,Central Africa,-25.3579401,-57.5835295,Tom Sawyer Abroad
566,Israel,30.8124247,34.8594762,Tom Sawyer Abroad
567,America,39.7837304,-100.445882,Tom Sawyer Detective
568,Arkansaw,44.6338413,-92.0313805,Tom Sawyer Detective
569,Land,60.2340258,9.8743057,Tom Sawyer Detective
570,Louisiana,30.8703881,-92.007126,Tom Sawyer Detective
571,St. Louis,38.6280278,-90.1910154,Tom Sawyer Detective
572,Elexandria,,,Tom Sawyer Detective
573,Iowa,41.9216734,-93.3122705,Tom Sawyer Detective
574,Jubiter Dunlap,,,Tom Sawyer Detective
